system,analyte,f_mean,tau_ps_mean,f_rep1,f_rep2,f_rep3,tau_ps_rep1,tau_ps_rep2,tau_ps_rep3
1_2-Dichlorobenzene,3.941509882174517,0.8527073460144831,,0.9787652537610803,0.9890781826086996,,,,
1_2-Dichlorobenzene,5.087173199353406,0.33578081171439894,,0.016886810904803397,0.9802033586703246,,,,
1_2-Dichlorobenzene,1.0,0.38635300305615244,,0.17419336124450727,0.9960196148712653,,,,
1_2-Dichlorobenzene,1.944024661922135,0.27983048940265853,,0.5807806399135041,0.14234860118589326,,,,
1_2-Dichlorobenzene,4.892004641078336,0.9806818970168565,,0.9893620421752438,1.0,,,,
1_2-Dichlorobenzene,10.0,0.9993744021591134,,0.9742960076179411,1.0,,,,
1_2-Dichlorobenzene,9.07713957290883,0.8585389498621876,,0.997483680507246,0.7214996067292132,,,,
1_2-Dichlorobenzene,5.023551666212098,0.8919644534837413,,0.6693863952291575,0.9826737142998042,,,,
1_2-Dichlorobenzene,1.1929166314415618,0.664419368021458,,0.0,1.0,,,,
1_2-Dichloroethane,6.123202553879255,0.0013536690255998595,,0.008943520333645755,0.0018264639555434603,,,,
1_2-Dichloroethane,8.9735008123505,0.9610894336040435,,0.9009069847846815,1.0,,,,
1_2-Dichloroethane,3.9725960722476636,0.9870094144491453,,1.0,0.9891407620038402,,,,
1_2-Dichloroethane,3.0404730334493553,0.7494369207833701,,0.9958888276265339,0.23564095764202844,,,,
1_2-Dichloroethane,3.927789194785663,0.0,,0.03505057673228388,0.0004917580001264807,,,,
1_2-Dichloroethane,1.1004972436120093,1.0,,0.9935029425528301,1.0,,,,
1_2-Dichloroethane,2.0311585527612697,0.6787119935998549,,0.9876030042653985,0.0,,,,
1_2-Dichloroethane,5.0220986641953465,0.1131238295525023,,0.26118765839820757,0.06297010828764348,,,,
1_2-Dichloroethane,6.0591937256966775,0.7035403591326566,,0.8885721498740722,0.25741097048787787,,,,
1_2-Dichloroethane,2.1484535629151207,0.5342039561138774,,0.9802087724692126,0.4261572117643521,,,,
1_2-Dichloropropane,7.014730955956032,0.4808120000866583,,0.5193903099186343,0.8913187910611212,,,,
1_2-Dichloropropane,8.990259487619122,0.3554759090519029,,0.0040706548591614156,0.03386677638025307,,,,
1_2-Dichloropropane,3.130004015883567,1.0,,1.0,1.0,,,,
1_2-Dichloropropane,1.083372309675175,0.9913189829969853,,0.9724475897535135,1.0,,,,
1_2-Dichloropropane,2.972341667979599,0.7709528612002136,,0.3016114532160537,0.9915516384604423,,,,
1_2-Dichloropropane,6.000446908188522,0.9986114063637245,,1.0,0.9767961693492189,,,,
1_2-Dichloropropane,1.016835668673226,0.11190783882440665,,0.06851862574058919,0.13582086656463058,,,,
1_2-Dichloropropane,7.031176856899176,0.8658157916830101,,0.9875926107637873,1.0,,,,
1_2-Dichloropropane,7.883103907549942,0.9894994899594691,,0.9982699014814237,0.9885246854179344,,,,
1_2-Dichloropropane,1.8670865080874495,0.6077839110155193,,0.9916698040326378,0.0209339894417252,,,,
1_2_3-Trichloropropane,2.923534986400412,0.03782120948553664,,0.014988112743006134,0.048843273289941515,,,,
1_2_3-Trichloropropane,5.916869993648967,0.7243203169197315,,0.9917709201179096,1.0,,,,
1_2_3-Trichloropropane,9.944522689275841,0.5149572734009217,,0.34948470183700137,0.749337213892137,,,,
1_2_3-Trichloropropane,7.054692025688656,0.8087725337562407,,0.994382656631618,0.4277866330311389,,,,
1_2_3-Trichloropropane,5.985443638179986,0.5896150767434087,,1.0,0.7230603335839877,,,,
1_2_3-Trichloropropane,6.016923016678847,1.0,,1.0,0.9953070503309027,,,,
1_2_3-Trichloropropane,7.8945036854396315,0.9954321628092919,,0.9883751490242042,0.9935664332836175,,,,
1_2_3-Trichloropropane,1.0,0.8573637304531453,,0.931779358319314,0.9074766742556438,,,,
1_2_3-Trichloropropane,7.0506030764132905,0.9043637257586057,,0.9907710362643403,0.9835302104359427,,,,
1_2_3-Trichloropropane,10.0,0.2653774050907118,,0.26020849573023297,0.4313943652328216,,,,
1_2_4-Trichlorobenzene,4.93756460377899,0.49507766113317214,,0.8231382493056144,0.0,,,,
1_2_4-Trichlorobenzene,8.013930195592193,1.0,,0.9845661431481986,1.0,,,,
1_2_4-Trichlorobenzene,2.189471288668024,0.025649076465332883,,0.033191521891684284,0.0,,,,
1_2_4-Trichlorobenzene,5.998483613894124,0.8919761185415707,,0.9828604662305266,0.9915435777222736,,,,
1_2_4-Trichlorobenzene,4.940269162431835,0.6515524646339699,,0.5261920699355054,0.5889627399143622,,,,
1_2_4-Trichlorobenzene,1.9850271660304541,0.7445496919312787,,1.0,0.2679046645999663,,,,
1_2_4-Trichlorobenzene,4.007942757531469,0.6248254410472941,,0.6780978205012024,0.9849985466040251,,,,
1_2_4-Trichlorobenzene,3.9869740565042115,0.36198114059200054,,0.26204597194400436,0.3405480243188046,,,,
1_2_4-Trichlorobenzene,6.997298214365506,0.2809777402881283,,0.6771458506377873,0.14725680242815792,,,,
1_2_4-Trichlorobenzene,3.875620441720775,1.0,,0.9868272191266931,0.9939295560038165,,,,
1_2_4-Trimethylbenzene,7.9170516339560315,1.0,,0.9787686743004901,0.9872500082656327,,,,
1_2_4-Trimethylbenzene,4.987132015629608,0.9772568006800275,,1.0,0.9928331300529619,,,,
1_2_4-Trimethylbenzene,2.9857591168910993,0.31403055583417727,,0.28842501155845257,0.29410181409857705,,,,
1_2_4-Trimethylbenzene,1.0,0.8534888172376044,,0.9822483435489112,0.6317186833666255,,,,
1_2_4-Trimethylbenzene,2.984747015482433,1.0,,1.0,0.9909236453840587,,,,
1_2_4-Trimethylbenzene,4.005257554889446,0.9739539818585049,,0.9698557648057644,0.9919493880059,,,,
1_2_4-Trimethylbenzene,10.0,0.5998736514898309,,0.480793635454346,0.5162647717076191,,,,
1_2_4-Trimethylbenzene,1.9914510795758331,0.7446766986360936,,1.0,0.2787907958171705,,,,
1_2_4-Trimethylbenzene,1.0343901004790492,0.31984321159847034,,0.8832443790033458,0.06892757131877744,,,,
1_2_4-Trimethylbenzene,1.0,0.0,,0.0,0.0,,,,
1_3-Dichlorobenzene,1.0492965958604197,0.6572543548192089,,1.0,0.0,,,,
1_3-Dichlorobenzene,7.032376093492548,0.8942936968265051,,0.9811378375392529,0.7350156004636719,,,,
1_3-Dichlorobenzene,4.074606100228064,0.6151522589772324,,0.6247391754033531,0.5307004289088825,,,,
1_3-Dichlorobenzene,1.0614777748351052,0.1159075956461334,,0.18113421248695688,0.1159416466748013,,,,
1_3-Dichlorobenzene,3.0507304300183398,1.0,,1.0,1.0,,,,
1_3-Dichlorobenzene,3.9915195254568316,0.054985010599715396,,0.054182154433470936,0.11363026812177023,,,,
1_3-Dichlorobenzene,3.021106031015273,1.0,,0.9918801773817394,0.9776750739037511,,,,
1_3-Dichlorobenzene,3.0916409049696347,0.6303566729937877,,0.538740669585194,0.47596517231986507,,,,
1_3-Dichlorobenzene,4.94381175178777,0.9517277185677243,,0.8727504557666707,1.0,,,,
1_3-Dichlorobenzene,2.945851082215561,0.6431153775819992,,0.9218319454800529,0.9967087058607946,,,,
1_3-Dichloropropene,1.0156336604736225,0.8537408019972053,,0.9964733191594316,0.6183369118523291,,,,
1_3-Dichloropropene,5.035784002948472,1.0,,1.0,1.0,,,,
1_3-Dichloropropene,3.928988028813382,0.9520269283156869,,0.9586366285696626,0.8894598794597787,,,,
1_3-Dichloropropene,9.993557826562848,0.9139402198238181,,1.0,0.9881938939325629,,,,
1_3-Dichloropropene,6.991900272291175,0.8067585181158585,,0.392680853930973,1.0,,,,
1_3-Dichloropropene,5.809112768944288,0.9996132870468736,,1.0,0.985260441850665,,,,
1_3-Dichloropropene,6.981077928578498,0.9111526497948486,,0.7315938504847215,1.0,,,,
1_3-Dichloropropene,1.986444167806766,0.4431183006178447,,0.03273654141532349,0.787877184573795,,,,
1_3-Dichloropropene,4.986187807222328,0.9834216002912131,,0.9993865326705804,0.9904703074544491,,,,
1_3-Dichloropropene,1.1220071237865485,0.9736168365033052,,0.9799576210485632,1.0,,,,
1_3_5-Trichlorobenzene,8.895236557629921,0.06736326087353242,,0.19652531700236148,0.026897491713558416,,,,
1_3_5-Trichlorobenzene,3.9289435596994875,0.5608650210545929,,0.0,0.6824857575455184,,,,
1_3_5-Trichlorobenzene,1.0,0.9973662483450683,,0.9945733118747357,1.0,,,,
1_3_5-Trichlorobenzene,4.958560161250976,0.5701226873159946,,0.9975452303512586,0.10001085342278834,,,,
1_3_5-Trichlorobenzene,3.9659080122643635,0.8527808299979982,,1.0,0.5249861181373527,,,,
1_3_5-Trichlorobenzene,4.95605606243365,0.8190082070414582,,0.584044677269923,0.8705861427111599,,,,
1_3_5-Trichlorobenzene,9.095446828032225,0.6679331936770597,,0.011224584042285544,0.9999938822577001,,,,
1_3_5-Trichlorobenzene,2.0741580690765953,0.17378732261799992,,0.10831370789713017,0.05150347133938008,,,,
1_3_5-Trichlorobenzene,7.006708792450117,0.7339462494739545,,0.9948548382074088,1.0,,,,
1_3_5-Trichlorobenzene,6.9680648514447325,0.5891822086638907,,0.6841008163667167,0.9792614043848704,,,,
1_3_5-Trimethylbenzene,8.08842516253505,1.0,,1.0,0.9967548087063526,,,,
1_3_5-Trimethylbenzene,5.998297496046171,0.679404322180082,,0.975779064893208,1.0,,,,
1_3_5-Trimethylbenzene,1.0,0.9884769099367715,,0.9976322942332435,0.997206689366079,,,,
1_3_5-Trimethylbenzene,9.85211352932728,0.7724372779985369,,0.9706031396570141,0.7860204030068223,,,,
1_3_5-Trimethylbenzene,5.961972618644865,0.3580950869762796,,0.40282013587605914,0.511372929251547,,,,
1_3_5-Trimethylbenzene,8.065026463019871,0.9668351145372316,,0.8952616251643774,0.9892251296318728,,,,
1_3_5-Trimethylbenzene,4.196165786790218,0.6801971245680611,,0.9872476546682285,0.607904970897266,,,,
1_3_5-Trimethylbenzene,9.005308867400405,0.6651202841303497,,0.9988218771352673,0.7257303521183797,,,,
1_3_5-Trimethylbenzene,3.9340505094477702,1.0,,1.0,0.9885694714050641,,,,
1_3_5-Trimethylbenzene,8.89789339690565,0.465014328681178,,1.0,0.40536376345019753,,,,
1_4-Dichlorobenzene,7.047561092198364,0.27815513760444577,,0.006378486275611155,0.009899663508460225,,,,
1_4-Dichlorobenzene,9.84794578809988,0.652265701675053,,0.0,0.994459038299603,,,,
1_4-Dichlorobenzene,1.0474223786835355,0.008524058794696351,,0.010198124958017236,0.0,,,,
1_4-Dichlorobenzene,7.070460933234678,0.6526408435018424,,0.7481795232382888,0.18244352283782692,,,,
1_4-Dichlorobenzene,6.0375935197574035,0.7332807143457793,,0.9490948334160487,0.4878937101158179,,,,
1_4-Dichlorobenzene,9.981072096467585,0.5724839440287383,,0.9118950269482042,0.7357326383485693,,,,
1_4-Dichlorobenzene,7.048680054638137,0.04142298600883315,,0.0195597789677267,0.10499090390751642,,,,
1_4-Dichlorobenzene,7.014729492724656,0.34615829883183014,,0.963027110848855,0.012333183486634041,,,,
1_4-Dichlorobenzene,1.9329502826550047,0.46649035437500475,,0.201249612807529,0.17148423613634103,,,,
1_4-Dichlorobenzene,9.15944714261714,0.6641033309125535,,0.036176631448303666,0.9929544303422264,,,,
1_4-Dioxane,1.0,0.41478998652347315,,0.0,0.3415772261459495,,,,
1_4-Dioxane,1.0668453653219574,0.5474868804644719,,0.3530741851503201,0.8373079832683358,,,,
1_4-Dioxane,8.791591781028643,0.9907136787806953,,1.0,0.9983894082244962,,,,
1_4-Dioxane,10.0,0.36538059340932216,,0.1442327503371544,0.0,,,,
1_4-Dioxane,10.0,0.6211361917203775,,0.293370402239832,0.9302152516335772,,,,
1_4-Dioxane,4.002570730886987,0.9293659435606566,,0.8956956593561813,0.9263106203095507,,,,
1_4-Dioxane,7.048148428211829,0.07669026287584386,,0.05882833332100861,0.06626034948095881,,,,
1_4-Dioxane,10.0,0.23278401171570393,,0.0119331338356273,0.6864663817044806,,,,
1_4-Dioxane,2.944612342740503,1.0,,0.9936236530128691,1.0,,,,
1_4-Dioxane,6.047144675383719,0.999623322641369,,0.9722202104286362,0.9892768919064514,,,,
1_4-Dithiane,2.9303215741187643,0.774362338326867,,1.0,0.35601438523142054,,,,
1_4-Dithiane,3.947544365734085,0.5720418217785236,,0.4667681780426488,0.24630885447719553,,,,
1_4-Dithiane,10.0,0.852985960805148,,0.7611643369440331,0.9603530963596775,,,,
1_4-Dithiane,9.08398473244736,0.9410569187588469,,0.8598862299427724,1.0,,,,
1_4-Dithiane,4.939132725141741,0.9819251274597022,,0.9983686006640632,1.0,,,,
1_4-Dithiane,6.9367888710811,1.0,,0.9981200558246759,1.0,,,,
1_4-Dithiane,7.944369948091847,0.9943716274545303,,0.9858641802861835,0.993109328664145,,,,
1_4-Dithiane,10.0,0.9556364796784453,,0.9811836658176583,0.9787576841679313,,,,
1_4-Dithiane,8.913832871715751,0.536316005116352,,0.3140849553329458,0.32397984307410477,,,,
1_4-Dithiane,9.030737371526309,0.32720736768927444,,0.0041758069675027825,0.9771112026057729,,,,
2-Chlorophenol,8.064354624365837,0.035469279761222265,,0.012516484999911577,0.0,,,,
2-Chlorophenol,8.99239602723779,1.0,,0.9944608620918894,1.0,,,,
2-Chlorophenol,10.0,0.9514309462002843,,1.0,0.893088113900905,,,,
2-Chlorophenol,6.97377806751081,0.6212241305442261,,0.7838543891387211,1.0,,,,
2-Chlorophenol,4.981572396541662,0.3885933241729334,,0.5842963530437812,0.22377505792378286,,,,
2-Chlorophenol,9.915792217062547,0.5166696567520177,,0.6808577218678991,0.024153892897302222,,,,
2-Chlorophenol,6.087648584940655,0.7958473197762023,,0.4027161104863598,1.0,,,,
2-Chlorophenol,4.9339501290871635,0.48474937418948755,,0.40108608797751527,0.05990254480024029,,,,
2-Chlorophenol,1.0301392917828645,0.8549699413185646,,0.9831502227061547,0.9785032312225801,,,,
2-Chlorophenol,5.993854805770355,0.015478770766270664,,0.05741619539528187,0.005062516298664675,,,,
2-Chlorotoluene,4.909283326111113,0.7658267649488188,,0.9962271449484997,0.9899069192635169,,,,
2-Chlorotoluene,3.9475145324815553,0.9097979056700054,,1.0,0.999174585176567,,,,
2-Chlorotoluene,2.119159943139917,0.6025423293087604,,0.8343095177328363,0.10165972793286476,,,,
2-Chlorotoluene,10.0,0.9199392463159142,,0.818498477194135,1.0,,,,
2-Chlorotoluene,7.913043089663644,0.9994141325417193,,0.9811731967880323,1.0,,,,
2-Chlorotoluene,10.0,1.0,,1.0,0.983717058762995,,,,
2-Chlorotoluene,7.987409581879503,1.0,,1.0,1.0,,,,
2-Chlorotoluene,1.2976297891261148,0.7357974084845474,,0.562913264941455,1.0,,,,
2-Chlorotoluene,8.024568676529183,0.997250641887609,,1.0,1.0,,,,
2-Chlorotoluene,3.967202150817975,0.6814603221995612,,1.0,0.9970913001386166,,,,
2-Hydroxyatrazine,6.122361590003415,0.8080097103223068,,0.3820706759523858,0.9900938145636627,,,,
2-Hydroxyatrazine,5.84136078603666,0.4411427987326565,,0.002625502748221783,0.7258720444736033,,,,
2-Hydroxyatrazine,6.008127420707437,0.37993159657773623,,0.12524792417575425,0.5456640178245905,,,,
2-Hydroxyatrazine,4.171856791476039,0.8359662986988204,,0.520892964673232,0.9895463785458661,,,,
2-Hydroxyatrazine,5.989987288972688,0.311461633486723,,0.006098845199733867,1.0,,,,
2-Hydroxyatrazine,8.85064415345564,0.6504827654576261,,1.0,0.6281439091735824,,,,
2-Hydroxyatrazine,8.965884366758303,0.5533196828174258,,0.41667626299822275,0.6813646552459456,,,,
2-Hydroxyatrazine,5.125333550102134,0.5817515618016088,,0.9246709827016095,0.02648236436913398,,,,
2-Hydroxyatrazine,2.032405330332844,0.4549708748622785,,0.0,0.9787868042053263,,,,
2-Hydroxyatrazine,1.9277170779121127,0.3496565218050471,,0.0,0.07470555440948928,,,,
2-Methylaniline,1.0,0.6171902538123948,,0.7144427703503666,0.7638307352152971,,,,
2-Methylaniline,6.951771500936434,0.41126791299250987,,0.0,1.0,,,,
2-Methylaniline,9.031123858091178,0.8763437154407671,,1.0,0.86920579652129,,,,
2-Methylaniline,3.1153102727853152,0.18157872554336815,,0.045085025974384955,0.0013360935171536376,,,,
2-Methylaniline,3.090685648915247,0.1200384714659246,,0.15321452664282897,0.0801800078525713,,,,
2-Methylaniline,8.039293858215656,0.9979812550737481,,1.0,1.0,,,,
2-Methylaniline,5.885254248793736,0.3424947268283724,,0.0266612694429335,0.650444066098784,,,,
2-Methylaniline,3.885574127244849,0.20749967069722694,,0.5868906856117743,0.003875912046434032,,,,
2-Methylaniline,8.045949494633833,0.9883653257322866,,1.0,1.0,,,,
2-Methylaniline,1.8840628548322729,0.9950624218794544,,1.0,1.0,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,2.9805632417471766,0.9790023995315067,,1.0,0.9745856843403082,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,7.026208169381335,0.42444813813665466,,0.004382602372846275,0.8263571013833565,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,6.9019753004097035,0.008942185390683996,,0.0011045935521190769,0.0,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,5.911740912806794,0.006194414379334334,,0.023012096453817268,0.0,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,8.99188973472347,0.00043259054005642065,,0.02223265420016462,0.002834610065713044,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,7.043398759429432,0.5755324529477157,,0.18937295636202708,1.0,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,3.0914694161567677,0.4820740906315438,,0.9838853380852113,0.11542032575483586,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,7.052308847287533,0.0,,0.008524096778229372,0.00913612124178348,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,8.00634687386395,1.0,,0.9993569668777265,1.0,,,,
2-_2_4_5-Trichlorophenoxy_propionic_acid,5.935701562375103,0.0223056027335428,,0.02355344761899193,0.0,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,1.9077216151063299,0.5461139893396928,,0.995932869026247,0.6503916858094134,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,7.955978518421184,0.9856959404913204,,0.9969035964002325,0.9801707261748176,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,7.035323509734491,0.9793751519297348,,1.0,0.9407257899736238,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,1.0290063395654592,0.4798740846311535,,0.9920842672873866,0.04647912630774795,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,9.819054722371186,0.7036673264747128,,0.9859991049835397,0.7997010568654935,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,7.932299436367573,0.9945493107458374,,1.0,1.0,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,9.103790536326445,0.9921797663869312,,0.9942692957527857,1.0,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,1.0068258370698908,0.7956414657063842,,0.973017688961815,0.999325350728261,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,4.877898552919657,0.774051646925918,,0.8018737520122233,0.9950259826180091,,,,
2-_4-Chloro-2-methylphenoxy_acetic_acid,6.202997435425977,0.16249707508317748,,0.21201709940903077,0.25754812921623227,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,4.997506136084278,0.44567678034367203,,0.06877071507813227,0.2625424314972315,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,4.033117457597018,0.47313549391533893,,0.46779631588072607,0.9915739534804946,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,3.0344264248491615,0.6405932661911748,,0.02052725444443154,0.9078471971158542,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,1.0,0.9498629255544513,,0.956497614620306,1.0,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,2.93730611107207,0.8659304193952521,,0.9663804189998572,0.56945153378675,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,10.0,0.508584074332264,,0.7030219204114245,0.05461139574200255,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,8.086444684480908,0.4823610618079224,,0.3890640293241057,0.13412274264125787,,,,
2_4-Bis_isopropylamino_-6-chloro-1_3_5-triazine,7.070825046149333,0.6332295160695418,,0.9700305131846692,0.9293765825056503,,,,
